gender	race	region	happy	life	sibs	childs	age	educ	paeduc	maeduc	speduc	prestg80	occcat80	tax	usintl	obey	popular	thnkself	workhard	helpoth	hlth1	hlth2	hlth3	hlth4	hlth5	hlth6	hlth7	hlth8	hlth9	work1	work2	work3	work4	work5	work6	work7	work8	work9	prob1	prob2	prob3	prob4
2	2	1	2	1	2	1	42	14	12	10	97	60	2	1	0	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	 	 
2	2	1	2	2	3	0	21	12	12	18	97	0	 	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	3	0	2	2	22	10	97	10	97	0	 	0	2	4	5	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	1	1	6	2	42	13	9	9	11	31	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	5	2	52	14	16	14	18	55	1	0	2	1	5	3	2	4	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	1	4	63	14	12	9	97	45	2	2	0	1	5	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	 	 
2	1	1	1	1	4	6	56	17	9	12	97	75	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	2	0	38	19	16	16	98	43	1	0	1	5	4	1	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	 	 	 	 
2	1	1	2	1	3	0	41	13	12	11	97	25	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	5	3	70	11	97	5	97	34	2	2	0	1	5	2	3	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	2	1	1	1	20	9	97	11	97	36	5	1	0	3	4	5	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	 	 	 	 
1	1	1	3	2	5	1	41	15	7	9	12	49	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	2	4	5	69	12	97	98	97	22	3	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	3	1	0	22	11	12	12	97	31	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	1	6	2	75	10	6	5	97	30	6	1	0	1	5	4	2	3	1	2	2	2	2	2	2	2	1	9	9	9	9	9	9	9	9	9	1	 	 	 
2	1	1	2	0	8	3	73	12	6	99	97	30	2	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	3	2	10	2	70	12	98	98	12	36	6	1	0	2	5	4	1	3	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	3	2	32	12	8	10	12	50	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	3	0	36	12	12	18	14	54	5	0	1	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	 	 	 	 
2	1	1	2	2	7	3	28	9	8	8	11	44	2	2	0	3	5	2	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	4	2	7	6
2	1	1	2	2	3	1	44	14	7	12	11	23	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	7	0	32	14	97	12	19	44	2	0	2	4	5	3	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	1	4	58	14	14	12	15	51	1	1	0	2	5	1	4	3	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	3	3	2	2	5	0	54	16	18	97	97	51	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	3	2	0	4	1	22	11	97	5	14	46	2	0	1	5	4	1	3	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	1	 	 	 	 
2	1	3	1	2	13	6	27	9	98	98	6	0	 	1	0	3	5	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	 	 	 
2	1	3	2	1	2	0	28	16	19	17	97	62	1	1	0	5	4	1	3	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	1
2	1	3	2	1	5	0	31	16	14	14	97	28	3	1	0	5	4	1	2	3	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	 
1	1	3	2	2	7	0	18	12	5	6	97	35	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	1	3	0	33	16	18	18	97	52	1	1	0	5	4	1	3	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	4	5	 	 
2	1	3	2	2	2	0	27	10	8	11	97	0	 	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	2	1	3	4	38	13	14	16	97	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	0	2	2	37	12	6	8	12	32	2	0	2	5	4	1	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	1	2	2	3	39	12	12	98	97	32	3	1	0	9	9	9	9	9	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	1	4	 
2	1	3	2	2	2	4	34	9	98	98	10	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	3	0	4	2	38	11	8	98	97	42	3	0	2	1	5	2	4	3	1	1	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	1	0	1	2	47	18	8	12	17	74	1	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	2	2	2	1	47	16	12	10	16	49	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	0	3	3	61	16	11	16	16	64	1	0	2	4	5	1	2	3	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	 	 	 	 
1	1	3	3	1	2	3	71	20	97	12	16	86	1	1	0	4	5	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	4	1	 	 
2	1	3	2	1	2	0	21	14	18	18	97	51	2	2	0	5	3	1	2	4	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	7	 	 
2	1	3	1	1	1	0	21	14	20	16	97	29	2	2	0	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	7	5	 	 
1	1	3	2	2	0	0	21	13	99	18	97	51	1	3	0	5	4	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	3	1	1	1	0	21	14	20	14	97	0	 	1	0	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	 	 
1	1	3	2	2	1	0	26	15	13	16	97	22	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	2	1	0	48	17	97	18	97	65	1	2	0	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	3	1	1	1	0	22	15	14	12	97	31	6	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	1	3	3	74	16	97	98	14	49	5	2	0	3	5	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	2	1	2	3	0	21	14	18	18	97	21	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	1	2	0	2	50	18	16	15	20	43	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	1	0	1	0	26	16	16	14	12	51	1	0	2	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	3	2	1	8	2	2	40	9	6	6	12	51	1	8	0	1	3	4	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	2	3	3	1	0	47	16	98	98	97	61	1	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	7	 	 	 
1	1	2	3	0	1	1	65	20	6	6	97	51	1	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	2	1	1	0	1	39	18	16	16	97	51	1	1	0	5	4	1	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	 	 	 
1	3	2	2	1	1	0	37	20	16	12	97	57	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	2	2	4	0	29	17	16	12	97	63	1	3	0	4	5	1	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	5	 	 	 
1	1	2	2	1	2	0	31	18	12	16	97	69	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	1	0	4	0	28	16	20	12	97	23	6	0	1	5	4	2	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	1	0	2	0	32	20	19	16	97	75	1	0	1	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	2	2	2	1	85	10	97	98	97	51	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	2	0	7	0	33	16	19	17	97	46	2	0	1	4	5	1	2	3	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	 	 	 	 
1	1	2	1	1	2	0	47	20	6	12	97	63	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	2	0	2	0	49	12	9	12	97	33	2	0	8	4	5	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	3	2	1	2	68	12	97	12	97	46	2	2	0	2	5	1	3	4	1	2	9	2	2	9	2	1	1	9	9	9	9	9	9	9	9	9	2	5	1	1
1	1	2	2	2	1	0	22	15	14	16	97	58	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	2	3	2	2	0	33	19	20	17	97	60	1	2	0	9	9	9	9	9	2	2	2	2	2	9	9	9	2	2	2	2	2	2	2	2	2	1	 	 	 	 
2	1	2	1	2	8	2	72	12	98	98	97	39	2	1	0	1	2	3	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	1	0	3	0	29	18	16	14	97	52	1	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	 	 	 	 
2	2	2	1	1	1	0	21	13	97	12	97	23	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	2	1	0	3	2	26	15	97	15	97	56	5	0	2	2	5	1	3	4	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	 	 	 	 
2	2	2	1	2	7	2	36	12	98	97	97	46	2	2	0	5	4	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
2	2	2	1	1	2	1	22	12	98	16	97	39	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	2	2	1	0	5	5	49	12	6	12	12	36	5	0	1	3	4	2	1	5	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	2	2	2	1	10	1	35	13	12	10	97	39	5	1	0	4	5	1	2	3	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	 	 
1	2	2	1	0	6	4	68	14	8	8	97	47	2	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	2	2	2	1	36	18	8	9	16	65	1	1	0	5	4	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	4	 	 
1	1	3	2	1	4	0	28	12	13	97	97	37	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	0	3	0	25	17	18	14	97	46	2	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	 	 	 	 
2	1	3	2	1	1	8	51	10	98	98	13	0	 	1	0	1	5	4	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	4	 	 	 
2	1	3	2	0	2	2	40	17	17	12	97	64	1	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	2	1	1	0	26	16	18	14	97	46	2	2	0	2	5	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 
1	2	3	2	0	4	0	24	12	98	98	97	31	3	0	1	5	3	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	1	1	1	0	20	12	98	12	97	33	2	1	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	 	 	 	 
1	1	3	2	1	13	0	23	5	97	0	97	28	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	2	0	5	0	23	13	16	97	97	28	5	0	1	4	5	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	3	3	11	4	36	9	6	6	97	39	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	2	3	3	0	9	2	41	10	98	8	13	23	6	0	1	1	5	4	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	3	1	1	4	83	11	97	98	97	46	2	1	0	5	3	4	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	3	2	2	3	2	70	12	12	12	12	37	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	0	2	4	28	11	97	12	11	0	 	0	1	1	5	4	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	 	 	 	 
1	1	3	2	2	1	0	25	16	16	16	16	48	1	2	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	3	3	1	8	1	43	8	6	5	97	36	6	2	0	1	2	5	3	4	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 
2	2	3	2	0	2	2	39	16	10	14	97	39	2	0	1	4	5	1	2	3	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	 	 	 	 
1	1	3	1	0	6	0	27	12	12	12	97	35	2	0	1	2	5	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	3	3	9	2	7	3	29	11	8	8	10	29	2	1	0	3	5	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	3	3	2	0	7	2	40	17	12	98	15	51	1	0	1	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	2	2	3	2	27	9	98	10	97	36	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	3	2	0	4	3	40	16	12	12	16	32	2	0	1	4	5	1	3	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	1	1	1	0	21	13	16	13	97	23	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	2	0	1	2	32	14	99	97	12	45	5	0	1	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	2	2	3	0	53	16	7	12	16	65	1	1	0	3	5	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	3	1	1	2	1	39	13	12	12	14	51	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	2	1	1	1	30	16	16	16	97	51	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	3	2	0	1	3	47	14	14	12	13	42	5	0	1	4	5	1	2	3	2	2	1	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	3	1	1	2	2	32	19	10	12	17	67	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	3	3	1	0	8	4	48	19	6	2	12	51	1	0	1	1	5	4	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	3	2	0	14	2	46	9	11	6	97	31	3	0	1	2	3	4	5	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	0	3	49	14	97	13	97	59	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	3	0	10	3	73	12	12	9	97	51	1	0	1	1	4	5	3	2	2	2	1	2	2	8	2	2	2	2	2	2	2	2	2	8	8	8	 	 	 	 
2	2	1	1	0	2	0	24	12	12	12	97	46	2	0	1	1	5	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	 	 	 	 
1	1	1	2	1	5	0	84	8	6	97	97	48	4	1	0	4	5	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	10	0	25	12	8	12	97	39	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	4	4	27	11	3	10	10	51	1	0	1	3	5	1	2	4	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	 	 	 	 
2	1	1	1	0	8	0	40	10	12	98	10	51	5	0	2	3	5	4	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 	 
1	1	1	2	2	7	2	27	12	97	12	12	30	6	2	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	3	2	2	3	43	14	14	12	14	54	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	6	3	65	16	8	8	15	62	3	0	1	2	5	3	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	2	3	35	15	12	12	12	51	1	1	0	3	5	4	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	 	 	 	 
1	1	1	2	0	1	0	25	16	98	98	97	49	2	0	1	5	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	4	3	58	11	12	12	11	28	3	1	0	4	5	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	3	5	55	12	11	10	97	39	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	12	0	53	9	0	0	97	32	6	0	1	1	5	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	4	4	70	12	98	12	13	31	5	1	0	1	5	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	2	1	4	0	35	16	16	13	97	73	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	3	3	4	47	12	12	12	97	44	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	10	7	61	15	98	8	97	66	1	0	2	4	5	1	2	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	1	2	35	17	16	12	20	73	1	1	0	5	4	1	2	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	7	 	 
2	1	1	1	2	2	0	34	16	12	12	97	32	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	3	70	12	8	8	13	47	2	0	2	2	5	1	3	4	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	5	2	67	12	98	98	12	59	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	1	2	35	17	12	8	17	47	2	0	2	5	4	1	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	6	4	43	12	12	12	15	36	6	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 
1	1	1	1	1	2	3	73	14	12	10	13	50	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	35	15	12	12	14	51	1	0	1	3	5	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	3	3	3	1	89	10	98	8	97	36	2	9	0	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	 	 
2	1	1	1	1	9	3	39	13	12	12	97	42	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	1	0	33	14	97	12	12	69	1	0	2	3	5	1	4	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	 	 	 	 
1	1	1	2	2	6	2	48	12	6	98	13	50	5	1	0	5	4	3	2	1	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2	1	1	1	2	1	 	 
2	2	1	2	0	2	3	31	12	12	12	97	22	6	0	1	4	5	1	2	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	4	5	67	11	8	8	97	30	6	1	0	1	2	3	4	5	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	6	1	30	12	9	9	97	35	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	2	1	3	1	5	4	30	12	97	8	97	30	6	2	0	5	4	3	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	 	 
2	2	1	2	2	11	1	71	8	98	98	9	23	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	1	0	0	29	16	98	98	97	61	1	1	0	9	9	9	9	9	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	5	7	 	 
2	1	1	2	1	2	0	26	13	12	12	97	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	1	0	23	16	14	14	97	51	1	0	1	2	5	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	1	0	21	14	12	18	97	32	2	1	0	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	 
1	1	1	2	3	10	3	87	8	8	8	97	38	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	30	14	12	10	14	50	2	0	1	4	5	1	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	7	4	83	8	5	7	10	28	5	2	0	4	5	2	3	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	1	2	2	11	4	80	8	0	0	97	31	3	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	11	3	89	10	97	98	97	29	2	0	2	4	5	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	0	3	3	53	12	9	12	97	36	2	0	1	4	5	1	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	2	3	62	12	10	10	14	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	1	3	4	59	15	97	12	20	66	1	1	0	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	2	3	35	16	13	12	14	66	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	1	2	36	19	20	14	18	46	1	0	1	3	5	4	1	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	1	1	42	14	97	6	14	31	2	1	0	3	5	1	2	4	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	 
1	1	1	2	1	1	0	34	17	12	12	97	71	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
